Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,479494,-,-,-,39.73,-105.18,-7,1876,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2022,1,1,5,30,-12.4,1.19,0.069,0.62,0,0,0,0,8,-16.8,0,0,0,0,0.28600000000000003,69.39,110.8,0.97,0.8,795,0.4,29,1.8,0.0000,0.0000
2022,1,1,6,0,-12.600000000000001,1.16,0.076,0.62,0,0,0,0,7,-17.400000000000002,0,0,0,0,0.289,67.24,105.24000000000001,0.97,0.8,795,0.4,27,1.8,0.0000,0.0000
2022,1,1,6,30,-12.8,1.16,0.076,0.62,0,0,0,0,8,-17.400000000000002,0,0,0,0,0.29,68.42,99.81,0.97,0.8,796,0.4,24,1.8,0.0000,0.0000
2022,1,1,7,0,-12.9,1.1500000000000001,0.079,0.62,0,0,0,0,7,-17.8,0,0,0,0,0.292,66.43,94.54,0.97,0.8,796,0.4,21,1.8,0.0000,0.0000
2022,1,1,7,30,-12.700000000000001,1.1500000000000001,0.079,0.62,12,90,13,5,8,-17.8,6,0,71,6,0.293,65.45,89.12,0.97,0.8,797,0.4,22,1.9000000000000001,0.0000,0.0000
2022,1,1,8,0,-12.4,1.1500000000000001,0.08,0.62,37,395,75,6,7,-17.5,32,0,86,32,0.295,65.48,84.53,0.97,0.8,797,0.4,22,2,0.0000,0.0000
2022,1,1,8,30,-12.100000000000001,1.1500000000000001,0.08,0.62,55,581,155,0,7,-17.5,21,0,0,21,0.296,63.92,80.08,0.97,0.8,797,0.4,21,2.3000000000000003,0.0000,0.0000
2022,1,1,9,0,-11.700000000000001,1.1400000000000001,0.083,0.62,68,693,236,0,6,-17.1,35,0,0,35,0.297,64.14,75.95,0.97,0.8,798,0.4,20,2.6,1.6979,1.3026
2022,1,1,9,30,-11.5,1.1400000000000001,0.083,0.62,79,769,313,0,6,-17.1,40,0,0,40,0.297,63.120000000000005,72.25,0.97,0.8,798,0.4,17,2.8000000000000003,2.0059,1.5486
2022,1,1,10,0,-11.3,1.1300000000000001,0.084,0.62,87,825,382,0,6,-17,38,0,0,38,0.298,62.980000000000004,69.04,0.97,0.8,799,0.30000000000000004,14,3,1.9619,1.5211
2022,1,1,10,30,-11.100000000000001,1.1300000000000001,0.084,0.62,92,865,438,0,7,-17,76,0,0,76,0.299,61.980000000000004,66.41,0.97,0.8,799,0.30000000000000004,12,3.1,4.0103,3.1177
2022,1,1,11,0,-10.9,1.1300000000000001,0.08,0.62,96,890,480,0,7,-16.8,182,3,0,183,0.3,61.76,64.43,0.97,0.8,799,0.30000000000000004,11,3.1,9.8017,7.6329
2022,1,1,11,30,-10.600000000000001,1.1300000000000001,0.08,0.62,96,908,506,0,7,-16.8,230,8,0,234,0.301,60.31,63.160000000000004,0.97,0.8,799,0.30000000000000004,9,3.2,12.6454,9.8567
2022,1,1,12,0,-10.4,1.1400000000000001,0.07200000000000001,0.62,94,920,517,0,7,-16.6,233,8,0,237,0.302,60.49,62.660000000000004,0.97,0.8,799,0.30000000000000004,7,3.2,12.8506,10.0202
2022,1,1,12,30,-10.100000000000001,1.1400000000000001,0.07200000000000001,0.62,92,923,512,0,7,-16.6,234,10,0,239,0.304,59.07,62.93,0.96,0.8,799,0.30000000000000004,7,3.1,12.9357,10.0847
2022,1,1,13,0,-9.9,1.16,0.063,0.62,88,920,492,0,7,-16.3,223,9,0,227,0.305,59.54,63.97,0.96,0.8,799,0.30000000000000004,7,3.1,12.1984,9.5026
2022,1,1,13,30,-9.700000000000001,1.16,0.063,0.62,82,910,456,0,8,-16.3,159,4,0,161,0.306,58.68,65.74,0.96,0.8,800,0.30000000000000004,7,2.9000000000000004,8.5398,6.6430
2022,1,1,14,0,-9.600000000000001,1.19,0.051000000000000004,0.62,74,894,406,0,8,-16.1,184,17,0,190,0.308,59.13,68.19,0.96,0.8,800,0.30000000000000004,7,2.8000000000000003,9.8813,7.6682
2022,1,1,14,30,-9.5,1.19,0.051000000000000004,0.62,66,865,344,0,8,-16.1,159,14,0,164,0.308,58.67,71.23,0.9500000000000001,0.8,800,0.30000000000000004,5,2.5,8.3024,6.4189
2022,1,1,15,0,-9.5,1.26,0.036000000000000004,0.62,55,823,271,0,8,-15.8,140,30,0,148,0.309,59.910000000000004,74.79,0.9400000000000001,0.8,801,0.30000000000000004,3,2.3000000000000003,7.2506,5.5742
2022,1,1,15,30,-10.200000000000001,1.26,0.036000000000000004,0.62,44,748,189,0,7,-15.8,78,225,0,122,0.311,63.31,78.8,0.93,0.8,801,0.30000000000000004,180,1.9000000000000001,5.8209,4.4429
2022,1,1,16,0,-10.8,1.33,0.025,0.62,32,630,107,4,7,-17.5,41,173,57,62,0.312,57.76,83.17,0.92,0.8,802,0.30000000000000004,357,1.6,0.0000,0.0000
2022,1,1,16,30,-11.700000000000001,1.33,0.025,0.62,18,320,31,2,0,-17.5,19,191,25,26,0.315,62.06,87.76,0.91,0.8,802,0.2,344,1.4000000000000001,0.0000,0.0000
2022,1,1,17,0,-12.600000000000001,1.36,0.018000000000000002,0.62,0,0,0,0,0,-19,0,0,0,0,0.317,59.01,92.99,0.9,0.8,803,0.2,331,1.2000000000000002,0.0000,0.0000
2022,1,1,17,30,-13.700000000000001,1.36,0.018000000000000002,0.62,0,0,0,0,0,-19,0,0,0,0,0.319,64.52,98.2,0.89,0.8,803,0.2,310,1.5,0.0000,0.0000
2022,1,1,18,0,-14.700000000000001,1.37,0.014,0.62,0,0,0,0,0,-20.3,0,0,0,0,0.322,62.28,103.59,0.88,0.8,804,0.1,288,1.7000000000000002,0.0000,0.0000
2022,1,1,18,30,-15.3,1.37,0.014,0.62,0,0,0,0,0,-20.3,0,0,0,0,0.323,65.44,109.12,0.87,0.8,804,0.1,283,2.2,0.0000,0.0000
2022,1,1,19,0,-16,1.36,0.012,0.62,0,0,0,0,0,-21.8,0,0,0,0,0.325,61.24,114.75,0.86,0.8,804,0.1,277,2.6,0.0000,0.0000
2022,1,1,19,30,-15.9,1.36,0.012,0.62,0,0,0,0,0,-21.8,0,0,0,0,0.326,60.730000000000004,120.46000000000001,0.85,0.8,804,0.1,274,3,0.0000,0.0000
2022,1,1,20,0,-15.9,1.35,0.01,0.62,0,0,0,0,0,-22.900000000000002,0,0,0,0,0.327,54.89,126.21000000000001,0.84,0.8,804,0.1,271,3.3000000000000003,0.0000,0.0000
2022,1,1,20,30,-15.600000000000001,1.35,0.01,0.62,0,0,0,0,0,-22.900000000000002,0,0,0,0,0.328,53.54,131.98,0.84,0.8,804,0.1,270,3.7,0.0000,0.0000
2022,1,1,21,0,-15.4,1.32,0.01,0.62,0,0,0,0,0,-23.700000000000003,0,0,0,0,0.329,49.21,137.70000000000002,0.84,0.8,804,0.1,268,4.1000000000000005,0.0000,0.0000
2022,1,1,21,30,-15,1.32,0.01,0.62,0,0,0,0,0,-23.700000000000003,0,0,0,0,0.329,47.67,143.33,0.84,0.8,805,0.1,271,4.5,0.0000,0.0000
2022,1,1,22,0,-14.700000000000001,1.3,0.01,0.62,0,0,0,0,0,-23.6,0,0,0,0,0.328,46.81,148.77,0.84,0.8,805,0.1,273,4.9,0.0000,0.0000
2022,1,1,22,30,-14.4,1.3,0.01,0.62,0,0,0,0,0,-23.6,0,0,0,0,0.326,45.67,153.86,0.84,0.8,805,0.1,272,4.9,0.0000,0.0000
2022,1,1,23,0,-14.100000000000001,1.29,0.01,0.62,0,0,0,0,0,-23.1,0,0,0,0,0.323,46.54,158.32,0.84,0.8,805,0.1,271,5,0.0000,0.0000
2022,1,1,23,30,-13.9,1.29,0.01,0.62,0,0,0,0,7,-23.1,0,0,0,0,0.321,45.79,161.66,0.84,0.8,805,0.1,270,4.9,0.0000,0.0000
2022,1,2,0,0,-13.700000000000001,1.3,0.01,0.62,0,0,0,0,7,-22.900000000000002,0,0,0,0,0.318,45.730000000000004,163.16,0.84,0.8,805,0.1,269,4.9,0.0000,0.0000
2022,1,2,0,30,-13.5,1.3,0.01,0.62,0,0,0,0,7,-22.900000000000002,0,0,0,0,0.317,44.99,162.35,0.84,0.8,805,0.2,270,4.9,0.0000,0.0000
2022,1,2,1,0,-13.200000000000001,1.31,0.01,0.62,0,0,0,0,7,-22.6,0,0,0,0,0.315,45.13,159.51,0.84,0.8,805,0.2,272,4.800000000000001,0.0000,0.0000
2022,1,2,1,30,-12.9,1.31,0.01,0.62,0,0,0,0,0,-22.6,0,0,0,0,0.313,44.050000000000004,155.33,0.85,0.8,805,0.2,273,4.9,0.0000,0.0000
2022,1,2,2,0,-12.600000000000001,1.33,0.01,0.62,0,0,0,0,0,-22,0,0,0,0,0.31,45.53,150.4,0.85,0.8,806,0.2,275,5,0.0000,0.0000
2022,1,2,2,30,-12.200000000000001,1.33,0.01,0.62,0,0,0,0,0,-22,0,0,0,0,0.307,44.08,145.04,0.85,0.8,806,0.30000000000000004,276,5.1000000000000005,0.0000,0.0000
2022,1,2,3,0,-11.8,1.34,0.01,0.62,0,0,0,0,0,-21,0,0,0,0,0.303,46.31,139.46,0.86,0.8,806,0.30000000000000004,277,5.2,0.0000,0.0000
2022,1,2,3,30,-11.4,1.34,0.01,0.62,0,0,0,0,0,-21,0,0,0,0,0.3,44.85,133.75,0.86,0.8,806,0.30000000000000004,277,5.300000000000001,0.0000,0.0000
2022,1,2,4,0,-11.100000000000001,1.35,0.01,0.62,0,0,0,0,4,-20,0,0,0,0,0.296,47.94,127.99000000000001,0.87,0.8,806,0.4,276,5.4,0.0000,0.0000
2022,1,2,4,30,-10.700000000000001,1.35,0.01,0.62,0,0,0,0,4,-20,0,0,0,0,0.294,46.5,122.23,0.87,0.8,807,0.4,274,5.5,0.0000,0.0000
2022,1,2,5,0,-10.4,1.36,0.01,0.62,0,0,0,0,0,-18.900000000000002,0,0,0,0,0.293,49.92,116.5,0.87,0.8,807,0.4,273,5.5,0.0000,0.0000
2022,1,2,5,30,-10.100000000000001,1.36,0.01,0.62,0,0,0,0,0,-18.900000000000002,0,0,0,0,0.292,48.75,110.84,0.88,0.8,807,0.4,272,5.5,0.0000,0.0000
2022,1,2,6,0,-9.9,1.3900000000000001,0.01,0.62,0,0,0,0,0,-17.8,0,0,0,0,0.292,52.35,105.27,0.88,0.8,807,0.4,272,5.5,0.0000,0.0000
2022,1,2,6,30,-9.5,1.3900000000000001,0.01,0.62,0,0,0,0,0,-17.8,0,0,0,0,0.292,50.79,99.83,0.88,0.8,808,0.4,272,5.5,0.0000,0.0000
2022,1,2,7,0,-9.1,1.41,0.01,0.62,0,0,0,0,0,-16.900000000000002,0,0,0,0,0.293,53.21,94.56,0.88,0.8,808,0.4,272,5.6000000000000005,0.0000,0.0000
2022,1,2,7,30,-8,1.41,0.01,0.62,11,185,14,0,0,-16.900000000000002,11,185,0,14,0.294,48.84,89.14,0.88,0.8,808,0.4,272,5.7,0.0000,0.0000
2022,1,2,8,0,-6.9,1.43,0.01,0.62,24,598,81,0,0,-15.100000000000001,25,579,4,80,0.295,52.28,84.54,0.88,0.8,809,0.4,272,5.800000000000001,0.0000,0.0000
2022,1,2,8,30,-5.5,1.43,0.01,0.62,32,757,162,0,0,-15.100000000000001,32,757,0,162,0.297,46.97,80.08,0.88,0.8,809,0.4,272,5.6000000000000005,0.0000,0.0000
2022,1,2,9,0,-4,1.44,0.01,0.62,38,848,244,0,0,-12.600000000000001,38,848,0,244,0.298,51.34,75.94,0.87,0.8,809,0.4,272,5.5,11.8377,9.0818
2022,1,2,9,30,-2.4000000000000004,1.44,0.01,0.62,42,906,319,0,0,-12.600000000000001,42,906,0,319,0.3,45.63,72.23,0.87,0.8,810,0.4,278,5,16.0002,12.3525
2022,1,2,10,0,-0.9,1.45,0.01,0.62,46,945,385,0,0,-10.100000000000001,46,945,0,385,0.301,49.56,69.01,0.87,0.8,810,0.4,285,4.5,19.8825,15.4153
2022,1,2,10,30,0.30000000000000004,1.45,0.01,0.62,50,971,439,0,0,-10.100000000000001,50,971,0,439,0.302,45.43,66.36,0.87,0.8,810,0.4,297,4,23.1741,18.0166
2022,1,2,11,0,1.6,1.46,0.01,0.62,52,988,479,0,0,-8.3,52,988,0,479,0.303,47.660000000000004,64.37,0.87,0.8,810,0.4,309,3.5,25.6669,19.9885
2022,1,2,11,30,2.2,1.46,0.01,0.62,52,998,504,0,0,-8.3,52,998,0,504,0.303,45.67,63.09,0.87,0.8,810,0.4,316,3.2,27.2491,21.2410
2022,1,2,12,0,2.9000000000000004,1.46,0.01,0.62,52,1002,514,0,0,-7.6000000000000005,52,1002,0,514,0.304,45.83,62.57,0.87,0.8,809,0.4,324,2.9000000000000004,27.8868,21.7460
2022,1,2,12,30,3.2,1.46,0.01,0.62,52,1000,509,0,0,-7.6000000000000005,52,1000,0,509,0.304,44.87,62.83,0.87,0.8,809,0.4,327,2.7,27.5677,21.4933
2022,1,2,13,0,3.4000000000000004,1.47,0.01,0.62,52,992,489,0,0,-7.300000000000001,52,992,0,489,0.305,45.45,63.86,0.87,0.8,810,0.4,330,2.4000000000000004,26.2979,20.4880
2022,1,2,13,30,3.4000000000000004,1.47,0.01,0.62,50,977,453,0,0,-7.300000000000001,50,977,0,453,0.305,45.45,65.62,0.87,0.8,810,0.4,331,2.1,24.0502,18.7102
2022,1,2,14,0,3.4000000000000004,1.47,0.01,0.62,48,954,404,0,0,-6.800000000000001,48,954,0,404,0.306,47.12,68.06,0.87,0.8,810,0.4,332,1.7000000000000002,21.0338,16.3251
2022,1,2,14,30,2.9000000000000004,1.47,0.01,0.62,44,920,342,0,0,-6.800000000000001,44,920,0,342,0.306,48.81,71.10000000000001,0.86,0.8,810,0.4,166,1.3,17.3343,13.4042
2022,1,2,15,0,2.3000000000000003,1.48,0.01,0.62,39,870,269,0,0,-5.9,39,870,0,269,0.306,54.75,74.66,0.86,0.8,810,0.4,1,0.8,13.1936,10.1454
2022,1,2,15,30,0.9,1.48,0.01,0.62,33,791,189,0,0,-5.9,33,791,0,189,0.306,60.51,78.66,0.85,0.8,810,0.4,70,0.8,9.0212,6.8872
2022,1,2,16,0,-0.6000000000000001,1.49,0.01,0.62,26,662,106,0,0,-9.200000000000001,26,662,0,106,0.306,52.09,83.03,0.85,0.8,810,0.4,140,0.9,0.0000,0.0000
2022,1,2,16,30,-2,1.49,0.01,0.62,17,344,31,0,0,-9.200000000000001,17,344,0,31,0.306,57.72,87.63,0.84,0.8,810,0.4,154,1.1,0.0000,0.0000
2022,1,2,17,0,-3.4000000000000004,1.49,0.01,0.62,0,0,0,0,0,-11.100000000000001,0,0,0,0,0.306,55.14,92.85000000000001,0.84,0.77,810,0.4,168,1.3,0.0000,0.0000
2022,1,2,17,30,-4.1000000000000005,1.49,0.01,0.62,0,0,0,0,0,-11.100000000000001,0,0,0,0,0.306,58.1,98.06,0.8300000000000001,0.77,810,0.4,179,1.5,0.0000,0.0000
2022,1,2,18,0,-4.800000000000001,1.49,0.01,0.62,0,0,0,0,0,-11.9,0,0,0,0,0.306,57.54,103.45,0.8300000000000001,0.77,810,0.4,189,1.7000000000000002,0.0000,0.0000
2022,1,2,18,30,-5.1000000000000005,1.49,0.01,0.62,0,0,0,0,0,-11.9,0,0,0,0,0.306,58.86,108.97,0.8200000000000001,0.77,810,0.4,198,1.9000000000000001,0.0000,0.0000
2022,1,2,19,0,-5.5,1.5,0.01,0.62,0,0,0,0,0,-12.700000000000001,0,0,0,0,0.305,56.97,114.61,0.81,0.77,810,0.4,207,2,0.0000,0.0000
2022,1,2,19,30,-5.7,1.5,0.01,0.62,0,0,0,0,0,-12.700000000000001,0,0,0,0,0.304,57.84,120.32000000000001,0.81,0.77,810,0.4,214,2.2,0.0000,0.0000
2022,1,2,20,0,-5.9,1.49,0.01,0.62,0,0,0,0,0,-13.3,0,0,0,0,0.303,55.980000000000004,126.07000000000001,0.81,0.77,810,0.4,220,2.3000000000000003,0.0000,0.0000
2022,1,2,20,30,-5.800000000000001,1.49,0.01,0.62,0,0,0,0,0,-13.3,0,0,0,0,0.302,55.550000000000004,131.84,0.81,0.77,810,0.30000000000000004,225,2.4000000000000004,0.0000,0.0000
2022,1,2,21,0,-5.7,1.49,0.01,0.62,0,0,0,0,0,-13.5,0,0,0,0,0.3,54.22,137.56,0.81,0.77,810,0.30000000000000004,231,2.5,0.0000,0.0000
2022,1,2,21,30,-5.6000000000000005,1.49,0.01,0.62,0,0,0,0,0,-13.5,0,0,0,0,0.299,53.81,143.19,0.81,0.77,810,0.30000000000000004,235,2.6,0.0000,0.0000
2022,1,2,22,0,-5.4,1.47,0.01,0.62,0,0,0,0,0,-13.8,0,0,0,0,0.298,51.64,148.63,0.81,0.77,809,0.30000000000000004,239,2.8000000000000003,0.0000,0.0000
2022,1,2,22,30,-5.300000000000001,1.47,0.01,0.62,0,0,0,0,7,-13.8,0,0,0,0,0.297,51.25,153.72,0.8200000000000001,0.77,809,0.30000000000000004,242,2.9000000000000004,0.0000,0.0000
2022,1,2,23,0,-5.300000000000001,1.46,0.01,0.62,0,0,0,0,7,-14.200000000000001,0,0,0,0,0.296,49.63,158.19,0.8200000000000001,0.77,809,0.30000000000000004,245,3.1,0.0000,0.0000
2022,1,2,23,30,-5.300000000000001,1.46,0.01,0.62,0,0,0,0,0,-14.200000000000001,0,0,0,0,0.295,49.63,161.53,0.8300000000000001,0.77,809,0.30000000000000004,247,3,0.0000,0.0000
2022,1,3,0,0,-5.300000000000001,1.45,0.01,0.62,0,0,0,0,0,-14.4,0,0,0,0,0.294,48.86,163.06,0.8300000000000001,0.77,809,0.30000000000000004,248,3,0.0000,0.0000
2022,1,3,0,30,-5.300000000000001,1.45,0.01,0.62,0,0,0,0,8,-14.4,0,0,0,0,0.294,48.86,162.29,0.84,0.77,809,0.30000000000000004,250,3,0.0000,0.0000
2022,1,3,1,0,-5.300000000000001,1.41,0.01,0.62,0,0,0,0,0,-14.3,0,0,0,0,0.293,49.4,159.48,0.85,0.77,809,0.30000000000000004,251,2.9000000000000004,0.0000,0.0000
2022,1,3,1,30,-5.300000000000001,1.41,0.01,0.62,0,0,0,0,0,-14.3,0,0,0,0,0.293,49.4,155.33,0.86,0.77,809,0.30000000000000004,252,2.8000000000000003,0.0000,0.0000
2022,1,3,2,0,-5.300000000000001,1.3800000000000001,0.01,0.62,0,0,0,0,0,-13.8,0,0,0,0,0.293,51.120000000000005,150.41,0.86,0.77,809,0.30000000000000004,253,2.7,0.0000,0.0000
2022,1,3,2,30,-5.300000000000001,1.3800000000000001,0.01,0.62,0,0,0,0,0,-13.8,0,0,0,0,0.294,51.120000000000005,145.07,0.86,0.77,809,0.30000000000000004,253,2.7,0.0000,0.0000
2022,1,3,3,0,-5.300000000000001,1.36,0.01,0.62,0,0,0,0,7,-13.5,0,0,0,0,0.296,52.53,139.49,0.86,0.77,809,0.30000000000000004,252,2.6,0.0000,0.0000
2022,1,3,3,30,-5.300000000000001,1.36,0.01,0.62,0,0,0,0,7,-13.5,0,0,0,0,0.297,52.47,133.79,0.86,0.77,808,0.30000000000000004,250,2.6,0.0000,0.0000
2022,1,3,4,0,-5.300000000000001,1.34,0.01,0.62,0,0,0,0,7,-13.4,0,0,0,0,0.299,53.120000000000005,128.03,0.87,0.77,808,0.30000000000000004,249,2.6,0.0000,0.0000
2022,1,3,4,30,-5.2,1.34,0.01,0.62,0,0,0,0,7,-13.4,0,0,0,0,0.3,52.72,122.27,0.88,0.77,808,0.30000000000000004,245,2.6,0.0000,0.0000
2022,1,3,5,0,-5.1000000000000005,1.3,0.012,0.62,0,0,0,0,7,-13.200000000000001,0,0,0,0,0.3,52.99,116.53,0.88,0.77,808,0.30000000000000004,241,2.6,0.0000,0.0000
2022,1,3,5,30,-4.9,1.3,0.012,0.62,0,0,0,0,6,-13.200000000000001,0,0,0,0,0.301,52.19,110.87,0.89,0.77,808,0.30000000000000004,238,2.7,0.0000,0.0000
2022,1,3,6,0,-4.6000000000000005,1.28,0.012,0.62,0,0,0,0,6,-12.9,0,0,0,0,0.301,52.4,105.3,0.89,0.77,808,0.30000000000000004,235,2.8000000000000003,0.0000,0.0000
2022,1,3,6,30,-4.4,1.28,0.012,0.62,0,0,0,0,6,-12.9,0,0,0,0,0.3,51.620000000000005,99.86,0.9,0.77,808,0.30000000000000004,233,2.9000000000000004,0.0000,0.0000
2022,1,3,7,0,-4.1000000000000005,1.27,0.013000000000000001,0.62,0,0,0,0,9,-12.5,0,0,0,0,0.3,52.09,94.58,0.9,0.77,808,0.30000000000000004,231,2.9000000000000004,0.0000,0.0000
2022,1,3,7,30,-3.2,1.27,0.013000000000000001,0.62,11,187,14,5,9,-12.5,5,0,71,5,0.299,48.7,89.15,0.9,0.77,808,0.30000000000000004,232,2.9000000000000004,0.0000,0.0000
2022,1,3,8,0,-2.2,1.26,0.012,0.62,26,605,83,6,6,-10.8,20,0,86,20,0.299,51.78,84.55,0.9,0.77,808,0.30000000000000004,232,3,0.0000,0.0000
2022,1,3,8,30,-0.9,1.26,0.012,0.62,33,764,165,1,6,-10.8,26,0,14,26,0.299,47.06,80.07000000000001,0.89,0.77,808,0.30000000000000004,232,3,0.0000,0.0000
2022,1,3,9,0,0.5,1.27,0.011,0.62,39,858,248,0,9,-8.200000000000001,44,0,0,44,0.3,52.09,75.93,0.89,0.77,809,0.30000000000000004,232,2.9000000000000004,2.1348,1.6379
2022,1,3,9,30,1.8,1.27,0.011,0.62,44,917,324,0,9,-8.200000000000001,138,111,0,172,0.301,47.44,72.2,0.89,0.77,809,0.30000000000000004,228,2.9000000000000004,8.6295,6.6625
2022,1,3,10,0,3.1,1.29,0.01,0.62,46,957,390,0,7,-6.800000000000001,195,336,0,316,0.302,48.28,68.96000000000001,0.88,0.77,809,0.30000000000000004,224,2.8000000000000003,16.3263,12.6587
2022,1,3,10,30,4.1000000000000005,1.29,0.01,0.62,50,983,445,0,7,-6.800000000000001,149,653,0,411,0.302,44.94,66.31,0.88,0.77,808,0.30000000000000004,219,2.4000000000000004,21.7045,16.8748
2022,1,3,11,0,5.2,1.27,0.01,0.62,51,1001,485,0,7,-5.9,217,462,0,417,0.303,44.46,64.3,0.88,0.77,808,0.30000000000000004,215,1.9000000000000001,22.3559,17.4110
2022,1,3,11,30,5.9,1.27,0.01,0.62,52,1011,511,0,6,-5.9,231,264,0,351,0.303,42.36,63.01,0.88,0.77,808,0.30000000000000004,202,1.6,18.9874,14.8017
2022,1,3,12,0,6.7,1.28,0.01,0.62,53,1010,520,0,6,-6.300000000000001,246,372,0,418,0.304,38.910000000000004,62.47,0.88,0.77,807,0.30000000000000004,190,1.3,22.6934,17.6974
